instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,season_category,weather_category
9772,,1,1,2,2,0,5,1,2,0.3,0.3182,0.93,0.1045,1,11,12,Musim Semi,Berkabut/Berawan
9773,,1,1,2,3,0,5,1,2,0.28,0.2879,0.93,0.1045,0,1,1,Musim Semi,Berkabut/Berawan
9774,,1,1,2,4,0,5,1,2,0.28,0.2727,0.93,0.194,0,1,1,Musim Semi,Berkabut/Berawan
9775,,1,1,2,5,0,5,1,2,0.28,0.2727,0.93,0.1642,0,16,16,Musim Semi,Berkabut/Berawan
9776,,1,1,2,6,0,5,1,2,0.28,0.2879,0.96,0.1343,1,70,71,Musim Semi,Berkabut/Berawan
9777,,1,1,2,7,0,5,1,2,0.28,0.2879,0.93,0.1045,4,222,226,Musim Semi,Berkabut/Berawan
9778,,1,1,2,8,0,5,1,2,0.26,0.303,1.0,0.0,4,516,520,Musim Semi,Berkabut/Berawan
9779,,1,1,2,9,0,5,1,2,0.26,0.303,1.0,0.0,8,275,283,Musim Semi,Berkabut/Berawan
9780,,1,1,2,10,0,5,1,1,0.34,0.3182,0.71,0.2836,13,103,116,Musim Semi,Cerah/Sedikit Berawan
9781,,1,1,2,11,0,5,1,1,0.36,0.3333,0.62,0.4179,9,133,142,Musim Semi,Cerah/Sedikit Berawan
9782,,1,1,2,12,0,5,1,1,0.38,0.3939,0.46,0.3881,21,177,198,Musim Semi,Cerah/Sedikit Berawan
9783,,1,1,2,13,0,5,1,1,0.4,0.4091,0.43,0.3582,34,171,205,Musim Semi,Cerah/Sedikit Berawan
9784,,1,1,2,14,0,5,1,1,0.4,0.4091,0.37,0.3582,33,137,170,Musim Semi,Cerah/Sedikit Berawan
9785,,1,1,2,15,0,5,1,1,0.42,0.4242,0.35,0.4179,41,180,221,Musim Semi,Cerah/Sedikit Berawan
9786,,1,1,2,16,0,5,1,1,0.42,0.4242,0.32,0.2985,56,251,307,Musim Semi,Cerah/Sedikit Berawan
9787,,1,1,2,17,0,5,1,1,0.42,0.4242,0.32,0.3284,36,429,465,Musim Semi,Cerah/Sedikit Berawan
9788,,1,1,2,18,0,5,1,1,0.4,0.4091,0.35,0.2537,15,362,377,Musim Semi,Cerah/Sedikit Berawan
9789,,1,1,2,19,0,5,1,1,0.38,0.3939,0.37,0.2239,16,266,282,Musim Semi,Cerah/Sedikit Berawan
9790,,1,1,2,20,0,5,1,1,0.4,0.4091,0.35,0.194,13,158,171,Musim Semi,Cerah/Sedikit Berawan
9791,,1,1,2,21,0,5,1,1,0.38,0.3939,0.37,0.194,15,114,129,Musim Semi,Cerah/Sedikit Berawan
9792,,1,1,2,22,0,5,1,1,0.36,0.3485,0.4,0.2239,15,92,107,Musim Semi,Cerah/Sedikit Berawan
9793,,1,1,2,23,0,5,1,1,0.36,0.3485,0.4,0.194,10,72,82,Musim Semi,Cerah/Sedikit Berawan
9794,,1,1,2,0,0,6,0,1,0.34,0.3333,0.42,0.1642,5,81,86,Musim Semi,Cerah/Sedikit Berawan
9795,,1,1,2,1,0,6,0,1,0.32,0.3182,0.49,0.1642,7,38,45,Musim Semi,Cerah/Sedikit Berawan
9796,,1,1,2,2,0,6,0,1,0.3,0.2879,0.61,0.2537,6,39,45,Musim Semi,Cerah/Sedikit Berawan
9797,,1,1,2,3,0,6,0,1,0.28,0.2879,0.65,0.1045,3,15,18,Musim Semi,Cerah/Sedikit Berawan
9798,,1,1,2,4,0,6,0,1,0.26,0.303,0.7,0.0,3,4,7,Musim Semi,Cerah/Sedikit Berawan
9799,,1,1,2,5,0,6,0,1,0.24,0.2576,0.7,0.0896,0,1,1,Musim Semi,Cerah/Sedikit Berawan
9800,,1,1,2,6,0,6,0,1,0.24,0.2879,0.7,0.0,1,8,9,Musim Semi,Cerah/Sedikit Berawan
9801,,1,1,2,7,0,6,0,1,0.24,0.2879,0.7,0.0,8,33,41,Musim Semi,Cerah/Sedikit Berawan
9802,,1,1,2,8,0,6,0,1,0.22,0.2727,0.87,0.0,10,92,102,Musim Semi,Cerah/Sedikit Berawan
9803,,1,1,2,9,0,6,0,1,0.22,0.2424,0.8,0.1045,22,116,138,Musim Semi,Cerah/Sedikit Berawan
9804,,1,1,2,10,0,6,0,1,0.26,0.2727,0.81,0.1045,48,157,205,Musim Semi,Cerah/Sedikit Berawan
9805,,1,1,2,11,0,6,0,1,0.32,0.3333,0.57,0.1343,102,184,286,Musim Semi,Cerah/Sedikit Berawan
9806,,1,1,2,12,0,6,0,1,0.36,0.3485,0.43,0.194,128,241,369,Musim Semi,Cerah/Sedikit Berawan
9807,,1,1,2,13,0,6,0,1,0.4,0.4091,0.43,0.2836,165,219,384,Musim Semi,Cerah/Sedikit Berawan
9808,,1,1,2,14,0,6,0,1,0.44,0.4394,0.35,0.3582,183,244,427,Musim Semi,Cerah/Sedikit Berawan
9809,,1,1,2,15,0,6,0,1,0.42,0.4242,0.41,0.2537,229,270,499,Musim Semi,Cerah/Sedikit Berawan
9810,,1,1,2,16,0,6,0,1,0.44,0.4394,0.44,0.3284,186,218,404,Musim Semi,Cerah/Sedikit Berawan
9811,,1,1,2,17,0,6,0,1,0.48,0.4697,0.36,0.2836,142,222,364,Musim Semi,Cerah/Sedikit Berawan
9812,,1,1,2,18,0,6,0,1,0.46,0.4545,0.38,0.2985,70,176,246,Musim Semi,Cerah/Sedikit Berawan
9813,,1,1,2,19,0,6,0,1,0.44,0.4394,0.44,0.1642,38,150,188,Musim Semi,Cerah/Sedikit Berawan
9814,,1,1,2,20,0,6,0,1,0.44,0.4394,0.44,0.1642,25,123,148,Musim Semi,Cerah/Sedikit Berawan
9815,,1,1,2,21,0,6,0,1,0.44,0.4394,0.33,0.2985,25,89,114,Musim Semi,Cerah/Sedikit Berawan
9816,,1,1,2,22,0,6,0,1,0.4,0.4091,0.4,0.4478,17,101,118,Musim Semi,Cerah/Sedikit Berawan
9817,,1,1,2,23,0,6,0,2,0.36,0.3333,0.4,0.3881,12,62,74,Musim Semi,Berkabut/Berawan
9818,,1,1,2,0,0,0,0,2,0.34,0.303,0.39,0.3582,9,65,74,Musim Semi,Berkabut/Berawan
9819,,1,1,2,1,0,0,0,2,0.32,0.303,0.39,0.2537,10,62,72,Musim Semi,Berkabut/Berawan
9820,,1,1,2,2,0,0,0,2,0.3,0.2879,0.36,0.2836,3,45,48,Musim Semi,Berkabut/Berawan
9821,,1,1,2,3,0,0,0,2,0.3,0.2879,0.36,0.2239,3,12,15,Musim Semi,Berkabut/Berawan
9822,,1,1,2,4,0,0,0,2,0.28,0.2576,0.41,0.3881,0,3,3,Musim Semi,Berkabut/Berawan
9823,,1,1,2,5,0,0,0,2,0.26,0.2273,0.48,0.2985,1,1,2,Musim Semi,Berkabut/Berawan
9824,,1,1,2,6,0,0,0,1,0.24,0.2121,0.52,0.3284,0,5,5,Musim Semi,Cerah/Sedikit Berawan
9825,,1,1,2,7,0,0,0,2,0.24,0.2121,0.52,0.2836,2,12,14,Musim Semi,Berkabut/Berawan
9826,,1,1,2,8,0,0,0,2,0.24,0.2273,0.56,0.194,8,48,56,Musim Semi,Berkabut/Berawan
9827,,1,1,2,9,0,0,0,2,0.24,0.2273,0.56,0.2537,20,73,93,Musim Semi,Berkabut/Berawan
9828,,1,1,2,10,0,0,0,2,0.26,0.2424,0.52,0.2537,49,142,191,Musim Semi,Berkabut/Berawan
9829,,1,1,2,11,0,0,0,2,0.26,0.2273,0.56,0.3284,82,144,226,Musim Semi,Berkabut/Berawan
9830,,1,1,2,12,0,0,0,2,0.28,0.2727,0.52,0.2537,71,184,255,Musim Semi,Berkabut/Berawan
9831,,1,1,2,13,0,0,0,1,0.3,0.303,0.49,0.1642,64,197,261,Musim Semi,Cerah/Sedikit Berawan
9832,,1,1,2,14,0,0,0,2,0.32,0.3182,0.45,0.194,48,189,237,Musim Semi,Berkabut/Berawan
9833,,1,1,2,15,0,0,0,2,0.3,0.2879,0.49,0.194,85,168,253,Musim Semi,Berkabut/Berawan
9834,,1,1,2,16,0,0,0,2,0.32,0.303,0.45,0.2836,62,150,212,Musim Semi,Berkabut/Berawan
9835,,1,1,2,17,0,0,0,2,0.3,0.2879,0.49,0.2537,22,135,157,Musim Semi,Berkabut/Berawan
9836,,1,1,2,18,0,0,0,2,0.3,0.2727,0.49,0.3284,23,144,167,Musim Semi,Berkabut/Berawan
9837,,1,1,2,19,0,0,0,2,0.3,0.2879,0.52,0.2537,18,101,119,Musim Semi,Berkabut/Berawan
9838,,1,1,2,20,0,0,0,2,0.3,0.2879,0.52,0.2836,22,81,103,Musim Semi,Berkabut/Berawan
9839,,1,1,2,21,0,0,0,3,0.26,0.2576,0.65,0.1642,3,33,36,Musim Semi,Salju Ringan/Hujan Ringan
9840,,1,1,2,22,0,0,0,3,0.24,0.2576,0.75,0.0896,8,47,55,Musim Semi,Salju Ringan/Hujan Ringan
9841,,1,1,2,23,0,0,0,2,0.22,0.2273,0.93,0.1642,5,30,35,Musim Semi,Berkabut/Berawan
9842,,1,1,2,0,1,1,0,2,0.24,0.2576,0.87,0.0896,5,36,41,Musim Semi,Berkabut/Berawan
9843,,1,1,2,1,1,1,0,2,0.24,0.2576,0.87,0.0896,3,12,15,Musim Semi,Berkabut/Berawan
9844,,1,1,2,2,1,1,0,2,0.24,0.2576,0.87,0.0896,1,19,20,Musim Semi,Berkabut/Berawan
9845,,1,1,2,3,1,1,0,2,0.24,0.2273,0.81,0.194,0,8,8,Musim Semi,Berkabut/Berawan
9846,,1,1,2,5,1,1,0,2,0.24,0.2121,0.6,0.3582,0,6,6,Musim Semi,Berkabut/Berawan
9847,,1,1,2,6,1,1,0,1,0.24,0.197,0.52,0.4179,1,9,10,Musim Semi,Cerah/Sedikit Berawan
9848,,1,1,2,7,1,1,0,2,0.22,0.197,0.55,0.3284,2,42,44,Musim Semi,Berkabut/Berawan
9849,,1,1,2,8,1,1,0,1,0.2,0.1818,0.59,0.3582,9,111,120,Musim Semi,Cerah/Sedikit Berawan
9850,,1,1,2,9,1,1,0,1,0.2,0.1818,0.59,0.3582,12,98,110,Musim Semi,Cerah/Sedikit Berawan
9851,,1,1,2,10,1,1,0,1,0.22,0.197,0.55,0.4478,30,113,143,Musim Semi,Cerah/Sedikit Berawan
9852,,1,1,2,11,1,1,0,1,0.26,0.2273,0.48,0.3582,45,163,208,Musim Semi,Cerah/Sedikit Berawan
9853,,1,1,2,12,1,1,0,1,0.28,0.2727,0.45,0.2239,65,216,281,Musim Semi,Cerah/Sedikit Berawan
9854,,1,1,2,13,1,1,0,1,0.3,0.2879,0.42,0.2836,66,246,312,Musim Semi,Cerah/Sedikit Berawan
9855,,1,1,2,14,1,1,0,1,0.32,0.3182,0.36,0.194,57,206,263,Musim Semi,Cerah/Sedikit Berawan
9856,,1,1,2,15,1,1,0,1,0.34,0.3182,0.34,0.2239,54,235,289,Musim Semi,Cerah/Sedikit Berawan
9857,,1,1,2,16,1,1,0,1,0.36,0.3788,0.29,0.1045,64,216,280,Musim Semi,Cerah/Sedikit Berawan
9858,,1,1,2,17,1,1,0,1,0.38,0.3939,0.27,0.2537,27,226,253,Musim Semi,Cerah/Sedikit Berawan
9859,,1,1,2,18,1,1,0,1,0.34,0.3182,0.34,0.2239,27,215,242,Musim Semi,Cerah/Sedikit Berawan
9860,,1,1,2,19,1,1,0,1,0.34,0.3182,0.34,0.2239,8,164,172,Musim Semi,Cerah/Sedikit Berawan
9861,,1,1,2,20,1,1,0,1,0.34,0.3333,0.34,0.194,9,117,126,Musim Semi,Cerah/Sedikit Berawan
9862,,1,1,2,21,1,1,0,1,0.3,0.303,0.39,0.1642,8,90,98,Musim Semi,Cerah/Sedikit Berawan
9863,,1,1,2,22,1,1,0,1,0.3,0.3182,0.45,0.0896,9,53,62,Musim Semi,Cerah/Sedikit Berawan
9864,,1,1,2,23,1,1,0,1,0.3,0.3333,0.39,0.0,0,26,26,Musim Semi,Cerah/Sedikit Berawan
9865,,1,1,2,0,0,2,1,1,0.26,0.303,0.65,0.0,1,11,12,Musim Semi,Cerah/Sedikit Berawan
9866,,1,1,2,1,0,2,1,1,0.26,0.303,0.56,0.0,0,7,7,Musim Semi,Cerah/Sedikit Berawan
9867,,1,1,2,2,0,2,1,1,0.24,0.2879,0.6,0.0,0,3,3,Musim Semi,Cerah/Sedikit Berawan
9868,,1,1,2,4,0,2,1,1,0.22,0.2727,0.64,0.0,0,2,2,Musim Semi,Cerah/Sedikit Berawan
9869,,1,1,2,5,0,2,1,1,0.2,0.2576,0.69,0.0,0,15,15,Musim Semi,Cerah/Sedikit Berawan
9870,,1,1,2,6,0,2,1,1,0.2,0.2576,0.75,0.0,3,83,86,Musim Semi,Cerah/Sedikit Berawan
9871,,1,1,2,7,0,2,1,1,0.22,0.2727,0.64,0.0,6,273,279,Musim Semi,Cerah/Sedikit Berawan
9872,,1,1,2,8,0,2,1,1,0.2,0.2273,0.69,0.0896,5,459,464,Musim Semi,Cerah/Sedikit Berawan
9873,,1,1,2,9,0,2,1,1,0.2,0.2273,0.75,0.1045,6,211,217,Musim Semi,Cerah/Sedikit Berawan
9874,,1,1,2,10,0,2,1,1,0.24,0.2273,0.7,0.194,8,77,85,Musim Semi,Cerah/Sedikit Berawan
9875,,1,1,2,11,0,2,1,2,0.26,0.2424,0.7,0.2836,5,81,86,Musim Semi,Berkabut/Berawan
9876,,1,1,2,12,0,2,1,2,0.3,0.2727,0.56,0.3881,16,147,163,Musim Semi,Berkabut/Berawan
9877,,1,1,2,13,0,2,1,1,0.34,0.303,0.49,0.4179,8,123,131,Musim Semi,Cerah/Sedikit Berawan
9878,,1,1,2,14,0,2,1,2,0.32,0.2879,0.53,0.3881,16,108,124,Musim Semi,Berkabut/Berawan
9879,,1,1,2,15,0,2,1,1,0.34,0.303,0.49,0.4179,23,137,160,Musim Semi,Cerah/Sedikit Berawan
9880,,1,1,2,16,0,2,1,1,0.36,0.3333,0.46,0.4179,14,240,254,Musim Semi,Cerah/Sedikit Berawan
9881,,1,1,2,17,0,2,1,1,0.38,0.3939,0.4,0.4478,21,411,432,Musim Semi,Cerah/Sedikit Berawan
9882,,1,1,2,18,0,2,1,1,0.38,0.3939,0.4,0.4478,11,414,425,Musim Semi,Cerah/Sedikit Berawan
9883,,1,1,2,19,0,2,1,1,0.36,0.3333,0.46,0.2985,5,299,304,Musim Semi,Cerah/Sedikit Berawan
9884,,1,1,2,20,0,2,1,1,0.34,0.3182,0.53,0.2537,4,223,227,Musim Semi,Cerah/Sedikit Berawan
9885,,1,1,2,21,0,2,1,1,0.34,0.3333,0.61,0.1642,7,147,154,Musim Semi,Cerah/Sedikit Berawan
9886,,1,1,2,22,0,2,1,2,0.34,0.3333,0.71,0.194,3,97,100,Musim Semi,Berkabut/Berawan
9887,,1,1,2,23,0,2,1,1,0.32,0.303,0.66,0.2239,1,46,47,Musim Semi,Cerah/Sedikit Berawan
9888,,1,1,2,0,0,3,1,1,0.32,0.303,0.66,0.2239,5,19,24,Musim Semi,Cerah/Sedikit Berawan
9889,,1,1,2,1,0,3,1,1,0.32,0.3333,0.7,0.1343,3,4,7,Musim Semi,Cerah/Sedikit Berawan
9890,,1,1,2,2,0,3,1,1,0.34,0.3182,0.66,0.2836,1,5,6,Musim Semi,Cerah/Sedikit Berawan
9891,,1,1,2,3,0,3,1,2,0.34,0.3182,0.71,0.2239,1,3,4,Musim Semi,Berkabut/Berawan
9892,,1,1,2,4,0,3,1,1,0.34,0.3333,0.71,0.1642,0,2,2,Musim Semi,Cerah/Sedikit Berawan
9893,,1,1,2,5,0,3,1,1,0.32,0.3333,0.7,0.1045,1,29,30,Musim Semi,Cerah/Sedikit Berawan
9894,,1,1,2,6,0,3,1,1,0.32,0.3182,0.76,0.1642,5,85,90,Musim Semi,Cerah/Sedikit Berawan
9895,,1,1,2,7,0,3,1,1,0.32,0.3333,0.76,0.0896,10,292,302,Musim Semi,Cerah/Sedikit Berawan
9896,,1,1,2,8,0,3,1,1,0.3,0.3182,0.75,0.0896,9,567,576,Musim Semi,Cerah/Sedikit Berawan
9897,,1,1,2,9,0,3,1,1,0.32,0.3333,0.7,0.0896,11,241,252,Musim Semi,Cerah/Sedikit Berawan
9898,,1,1,2,10,0,3,1,1,0.34,0.3485,0.71,0.0896,17,122,139,Musim Semi,Cerah/Sedikit Berawan
9899,,1,1,2,11,0,3,1,1,0.36,0.3485,0.66,0.1642,22,149,171,Musim Semi,Cerah/Sedikit Berawan
9900,,1,1,2,12,0,3,1,1,0.4,0.4091,0.62,0.2836,21,186,207,Musim Semi,Cerah/Sedikit Berawan
9901,,1,1,2,13,0,3,1,1,0.42,0.4242,0.54,0.2985,15,175,190,Musim Semi,Cerah/Sedikit Berawan
9902,,1,1,2,14,0,3,1,1,0.44,0.4394,0.54,0.3284,35,142,177,Musim Semi,Cerah/Sedikit Berawan
9903,,1,1,2,15,0,3,1,1,0.5,0.4848,0.31,0.4179,34,161,195,Musim Semi,Cerah/Sedikit Berawan
9904,,1,1,2,16,0,3,1,1,0.52,0.5,0.29,0.4627,30,268,298,Musim Semi,Cerah/Sedikit Berawan
9905,,1,1,2,17,0,3,1,1,0.52,0.5,0.32,0.3881,43,486,529,Musim Semi,Cerah/Sedikit Berawan
9906,,1,1,2,18,0,3,1,2,0.48,0.4697,0.41,0.3284,42,483,525,Musim Semi,Berkabut/Berawan
9907,,1,1,2,19,0,3,1,2,0.46,0.4545,0.44,0.2836,22,305,327,Musim Semi,Berkabut/Berawan
9908,,1,1,2,20,0,3,1,2,0.44,0.4394,0.47,0.194,25,249,274,Musim Semi,Berkabut/Berawan
9909,,1,1,2,21,0,3,1,2,0.48,0.4697,0.33,0.2836,19,220,239,Musim Semi,Berkabut/Berawan
9910,,1,1,2,22,0,3,1,2,0.44,0.4394,0.47,0.2537,18,129,147,Musim Semi,Berkabut/Berawan
9911,,1,1,2,23,0,3,1,2,0.46,0.4545,0.41,0.2836,5,57,62,Musim Semi,Berkabut/Berawan
9912,,1,1,2,0,0,4,1,2,0.44,0.4394,0.47,0.2537,12,30,42,Musim Semi,Berkabut/Berawan
9913,,1,1,2,1,0,4,1,2,0.44,0.4394,0.58,0.2836,3,12,15,Musim Semi,Berkabut/Berawan
9914,,1,1,2,2,0,4,1,2,0.44,0.4394,0.62,0.2239,5,4,9,Musim Semi,Berkabut/Berawan
9915,,1,1,2,3,0,4,1,3,0.44,0.4394,0.67,0.194,2,4,6,Musim Semi,Salju Ringan/Hujan Ringan
9916,,1,1,2,4,0,4,1,1,0.4,0.4091,0.76,0.2239,0,1,1,Musim Semi,Cerah/Sedikit Berawan
9917,,1,1,2,5,0,4,1,1,0.4,0.4091,0.76,0.2239,2,30,32,Musim Semi,Cerah/Sedikit Berawan
9918,,1,1,2,6,0,4,1,1,0.36,0.3485,0.87,0.194,3,88,91,Musim Semi,Cerah/Sedikit Berawan
9919,,1,1,2,7,0,4,1,1,0.36,0.3485,0.81,0.2239,9,317,326,Musim Semi,Cerah/Sedikit Berawan
9920,,1,1,2,8,0,4,1,1,0.34,0.3333,0.87,0.194,11,549,560,Musim Semi,Cerah/Sedikit Berawan
9921,,1,1,2,9,0,4,1,1,0.36,0.3333,0.81,0.2537,14,228,242,Musim Semi,Cerah/Sedikit Berawan
9922,,1,1,2,10,0,4,1,1,0.42,0.4242,0.67,0.194,41,107,148,Musim Semi,Cerah/Sedikit Berawan
9923,,1,1,2,11,0,4,1,1,0.48,0.4697,0.48,0.2836,54,128,182,Musim Semi,Cerah/Sedikit Berawan
9924,,1,1,2,12,0,4,1,1,0.5,0.4848,0.42,0.2537,25,199,224,Musim Semi,Cerah/Sedikit Berawan
9925,,1,1,2,13,0,4,1,1,0.52,0.5,0.39,0.194,30,188,218,Musim Semi,Cerah/Sedikit Berawan
9926,,1,1,2,14,0,4,1,1,0.54,0.5152,0.37,0.2537,36,156,192,Musim Semi,Cerah/Sedikit Berawan
9927,,1,1,2,15,0,4,1,1,0.54,0.5152,0.33,0.1343,46,171,217,Musim Semi,Cerah/Sedikit Berawan
9928,,1,1,2,16,0,4,1,1,0.56,0.5303,0.32,0.0,45,298,343,Musim Semi,Cerah/Sedikit Berawan
9929,,1,1,2,17,0,4,1,1,0.54,0.5152,0.32,0.1642,49,561,610,Musim Semi,Cerah/Sedikit Berawan
9930,,1,1,2,18,0,4,1,1,0.54,0.5152,0.37,0.1343,36,486,522,Musim Semi,Cerah/Sedikit Berawan
9931,,1,1,2,19,0,4,1,1,0.5,0.4848,0.39,0.0896,20,349,369,Musim Semi,Cerah/Sedikit Berawan
9932,,1,1,2,20,0,4,1,1,0.46,0.4545,0.44,0.1343,23,246,269,Musim Semi,Cerah/Sedikit Berawan
9933,,1,1,2,21,0,4,1,1,0.44,0.4394,0.51,0.2239,17,205,222,Musim Semi,Cerah/Sedikit Berawan
9934,,1,1,2,22,0,4,1,1,0.44,0.4394,0.54,0.2537,19,118,137,Musim Semi,Cerah/Sedikit Berawan
9935,,1,1,2,23,0,4,1,1,0.44,0.4394,0.54,0.0,14,71,85,Musim Semi,Cerah/Sedikit Berawan
9936,,1,1,2,0,0,5,1,2,0.44,0.4394,0.58,0.0896,12,34,46,Musim Semi,Berkabut/Berawan
9937,,1,1,2,1,0,5,1,1,0.44,0.4394,0.62,0.194,3,15,18,Musim Semi,Cerah/Sedikit Berawan
9938,,1,1,2,2,0,5,1,3,0.42,0.4242,0.77,0.2836,1,4,5,Musim Semi,Salju Ringan/Hujan Ringan
9939,,1,1,2,3,0,5,1,1,0.42,0.4242,0.82,0.1343,0,5,5,Musim Semi,Cerah/Sedikit Berawan
9940,,1,1,2,4,0,5,1,1,0.4,0.4091,0.87,0.1343,0,2,2,Musim Semi,Cerah/Sedikit Berawan
9941,,1,1,2,5,0,5,1,2,0.4,0.4091,0.87,0.194,1,25,26,Musim Semi,Berkabut/Berawan
9942,,1,1,2,6,0,5,1,2,0.4,0.4091,0.87,0.1642,2,80,82,Musim Semi,Berkabut/Berawan
9943,,1,1,2,7,0,5,1,2,0.4,0.4091,0.76,0.2239,7,265,272,Musim Semi,Berkabut/Berawan
9944,,1,1,2,8,0,5,1,2,0.38,0.3939,0.76,0.3284,17,452,469,Musim Semi,Berkabut/Berawan
9945,,1,1,2,9,0,5,1,3,0.36,0.3333,0.81,0.2537,15,229,244,Musim Semi,Salju Ringan/Hujan Ringan
9946,,1,1,2,10,0,5,1,3,0.36,0.3485,0.81,0.1642,22,119,141,Musim Semi,Salju Ringan/Hujan Ringan
9947,,1,1,2,11,0,5,1,2,0.36,0.3636,0.81,0.1045,27,136,163,Musim Semi,Berkabut/Berawan
9948,,1,1,2,12,0,5,1,2,0.4,0.4091,0.76,0.1343,27,201,228,Musim Semi,Berkabut/Berawan
9949,,1,1,2,13,0,5,1,2,0.42,0.4242,0.71,0.1045,30,153,183,Musim Semi,Berkabut/Berawan
9950,,1,1,2,14,0,5,1,2,0.46,0.4545,0.67,0.1045,5,26,31,Musim Semi,Berkabut/Berawan
9951,,1,1,2,15,0,5,1,3,0.4,0.4091,0.87,0.194,11,83,94,Musim Semi,Salju Ringan/Hujan Ringan
9952,,1,1,2,16,0,5,1,3,0.4,0.4091,0.87,0.194,12,166,178,Musim Semi,Salju Ringan/Hujan Ringan
9953,,1,1,2,17,0,5,1,3,0.42,0.4242,0.94,0.1045,14,242,256,Musim Semi,Salju Ringan/Hujan Ringan
9954,,1,1,2,18,0,5,1,2,0.42,0.4242,0.94,0.0,11,289,300,Musim Semi,Berkabut/Berawan
9955,,1,1,2,19,0,5,1,2,0.44,0.4394,0.88,0.1045,6,227,233,Musim Semi,Berkabut/Berawan
9956,,1,1,2,20,0,5,1,1,0.44,0.4394,0.62,0.4179,8,159,167,Musim Semi,Cerah/Sedikit Berawan
9957,,1,1,2,21,0,5,1,1,0.42,0.4242,0.35,0.806,1,151,152,Musim Semi,Cerah/Sedikit Berawan
9958,,1,1,2,22,0,5,1,1,0.4,0.4091,0.37,0.5821,4,102,106,Musim Semi,Cerah/Sedikit Berawan
9959,,1,1,2,23,0,5,1,1,0.38,0.3939,0.37,0.6866,10,76,86,Musim Semi,Cerah/Sedikit Berawan
9960,,1,1,2,0,0,6,0,1,0.36,0.3333,0.43,0.3881,5,56,61,Musim Semi,Cerah/Sedikit Berawan
9961,,1,1,2,1,0,6,0,1,0.34,0.303,0.42,0.3582,4,42,46,Musim Semi,Cerah/Sedikit Berawan
9962,,1,1,2,2,0,6,0,1,0.32,0.303,0.45,0.2537,1,37,38,Musim Semi,Cerah/Sedikit Berawan
9963,,1,1,2,3,0,6,0,1,0.3,0.2727,0.45,0.2985,0,7,7,Musim Semi,Cerah/Sedikit Berawan
9964,,1,1,2,4,0,6,0,1,0.3,0.2727,0.42,0.3284,0,2,2,Musim Semi,Cerah/Sedikit Berawan
9965,,1,1,2,5,0,6,0,2,0.3,0.2727,0.42,0.2985,0,3,3,Musim Semi,Berkabut/Berawan
9966,,1,1,2,6,0,6,0,2,0.3,0.2727,0.42,0.2985,1,12,13,Musim Semi,Berkabut/Berawan
9967,,1,1,2,7,0,6,0,1,0.28,0.2424,0.45,0.4478,3,20,23,Musim Semi,Cerah/Sedikit Berawan
9968,,1,1,2,8,0,6,0,1,0.26,0.2273,0.48,0.2985,3,90,93,Musim Semi,Cerah/Sedikit Berawan
9969,,1,1,2,9,0,6,0,3,0.22,0.197,0.75,0.3284,15,107,122,Musim Semi,Salju Ringan/Hujan Ringan
9970,,1,1,2,10,0,6,0,1,0.26,0.2273,0.6,0.3582,24,159,183,Musim Semi,Cerah/Sedikit Berawan
9971,,1,1,2,11,0,6,0,1,0.3,0.2576,0.39,0.6119,23,187,210,Musim Semi,Cerah/Sedikit Berawan
9972,,1,1,2,12,0,6,0,1,0.32,0.2727,0.29,0.6567,41,217,258,Musim Semi,Cerah/Sedikit Berawan
9973,,1,1,2,13,0,6,0,1,0.32,0.2879,0.31,0.4925,48,178,226,Musim Semi,Cerah/Sedikit Berawan
9974,,1,1,2,14,0,6,0,1,0.32,0.2727,0.29,0.5522,35,181,216,Musim Semi,Cerah/Sedikit Berawan
9975,,1,1,2,15,0,6,0,1,0.32,0.2879,0.29,0.4179,21,211,232,Musim Semi,Cerah/Sedikit Berawan
9976,,1,1,2,16,0,6,0,1,0.32,0.2727,0.26,0.5821,32,163,195,Musim Semi,Cerah/Sedikit Berawan
9977,,1,1,2,17,0,6,0,1,0.3,0.2727,0.33,0.3582,16,143,159,Musim Semi,Cerah/Sedikit Berawan
9978,,1,1,2,18,0,6,0,1,0.3,0.2576,0.28,0.5821,7,126,133,Musim Semi,Cerah/Sedikit Berawan
9979,,1,1,2,19,0,6,0,1,0.26,0.2121,0.33,0.4478,12,137,149,Musim Semi,Cerah/Sedikit Berawan
9980,,1,1,2,20,0,6,0,1,0.26,0.2121,0.3,0.5522,10,95,105,Musim Semi,Cerah/Sedikit Berawan
9981,,1,1,2,21,0,6,0,1,0.24,0.2121,0.35,0.3284,5,80,85,Musim Semi,Cerah/Sedikit Berawan
9982,,1,1,2,22,0,6,0,1,0.24,0.197,0.38,0.4627,4,78,82,Musim Semi,Cerah/Sedikit Berawan
9983,,1,1,2,23,0,6,0,1,0.24,0.197,0.41,0.4179,7,84,91,Musim Semi,Cerah/Sedikit Berawan
9984,,1,1,2,0,0,0,0,1,0.24,0.2121,0.41,0.3582,7,63,70,Musim Semi,Cerah/Sedikit Berawan
9985,,1,1,2,1,0,0,0,1,0.24,0.2121,0.44,0.3284,5,50,55,Musim Semi,Cerah/Sedikit Berawan
9986,,1,1,2,2,0,0,0,1,0.24,0.2121,0.44,0.3284,5,37,42,Musim Semi,Cerah/Sedikit Berawan
